"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtaapoteksinfo-request","hamtaapoteksinfo-request","hamtaapoteksinfo-request","","","",0,*,"","","","null {[]} {[]}
","HamtaApoteksInfo — Request","Logisk modell för begäran i HamtaApoteksInfo
(urn:riv:se.apotekensservice:expo:HamtaApoteksInfoResponder:1, HamtaApoteksInfoRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"hamtaapoteksinfoeget-request","hamtaapoteksinfoeget-request.argosHeader.katalog","hamtaapoteksinfoeget-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget-request.argosHeader.katalog",0,1,"",""
"hamtaapoteksinfoeget-request","hamtaapoteksinfoeget-request.argosHeader.organisationsnummer","hamtaapoteksinfoeget-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget-request.argosHeader.organisationsnummer",0,1,"",""
"hamtaapoteksinfoeget-request","hamtaapoteksinfoeget-request.argosHeader.systemnamn","hamtaapoteksinfoeget-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget-request.argosHeader.systemnamn",0,1,"",""
"hamtaapoteksinfoeget-request","hamtaapoteksinfoeget-request.argosHeader.systemversion","hamtaapoteksinfoeget-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget-request.argosHeader.systemversion",0,1,"",""
"hamtaapoteksinfoeget-request","hamtaapoteksinfoeget-request.argosHeader.systemIp","hamtaapoteksinfoeget-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget-request.argosHeader.systemIp",0,1,"",""
"hamtaapoteksinfoeget-request","hamtaapoteksinfoeget-request.apoteksId","hamtaapoteksinfoeget-request.apoteksId","","","",0,1,"","","","string {[]} {[]}
","apoteksId","GLN-kod för unik identifiering av apotek. Obligatorisk parameter om org-nr saknas som indata.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget-request.apoteksId",0,1,"",""
"hamtaapoteksinfoeget-request","hamtaapoteksinfoeget-request.orgNr","hamtaapoteksinfoeget-request.orgNr","","","",0,1,"","","","string {[]} {[]}
","orgNr","Organisationsnummer. Obligatorisk parameter om Apoteks-id saknas som indata. (xs:long i schemat.)","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget-request.orgNr",0,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget","hamtaapoteksinfoeget","","","",0,*,"","","","null {[]} {[]}
","HamtaApoteksinfoEget — Response","Logisk modell för svaret i HamtaApoteksinfoEget
(urn:riv:se.apotekensservice:expo:HamtaApoteksinfoEgetResponder:5, HamtaApoteksinfoEgetResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista","hamtaapoteksinfoeget.expeditionsstalleLista","","","",1,*,"","","","BackboneElement {[]} {[]}
","expeditionsstalleLista","Lista innehållande en eller flera expeditionsstallen.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.id","hamtaapoteksinfoeget.expeditionsstalleLista.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.extension","hamtaapoteksinfoeget.expeditionsstalleLista.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.modifierExtension","hamtaapoteksinfoeget.expeditionsstalleLista.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.aktorsnamn","hamtaapoteksinfoeget.expeditionsstalleLista.aktorsnamn","","","",1,1,"","","","string {[]} {[]}
","aktorsnamn","Aktörens namn.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.aktorsnamn",1,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.allmTelefon","hamtaapoteksinfoeget.expeditionsstalleLista.allmTelefon","","","",1,1,"","","","string {[]} {[]}
","allmTelefon","Expeditionsställets allmänna telefonnummer.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.allmTelefon",1,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.apoteksId","hamtaapoteksinfoeget.expeditionsstalleLista.apoteksId","","","",1,1,"","","","string {[]} {[]}
","apoteksId","GLN-kod för unik identifiering av apotek.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.apoteksId",1,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.besoksAdress","hamtaapoteksinfoeget.expeditionsstalleLista.besoksAdress","","","",1,1,"","","","string {[]} {[]}
","besoksAdress","Expeditionsställets besöksadress.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.besoksAdress",1,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.besoksort","hamtaapoteksinfoeget.expeditionsstalleLista.besoksort","","","",1,1,"","","","string {[]} {[]}
","besoksort","Expeditionsställets ort (besöksort).","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.besoksort",1,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista","","","",0,*,"","","","BackboneElement {[]} {[]}
","dosmottagareLista","Information om dosmottagare.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.id","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.extension","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.modifierExtension","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.adress","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.adress","","","",0,1,"","","","string {[]} {[]}
","adress","Adress till dosmottagare. Obligatorisk om typ = 'D'.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.adress",0,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.apoteksIdDosmottagare","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.apoteksIdDosmottagare","","","",0,1,"","","","string {[]} {[]}
","apoteksIdDosmottagare","Apoteks-id för dosmottagare om dosmottagare är av typen apotek.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.apoteksIdDosmottagare",0,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.arbetsplatskod","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","Arbetsplatskod till dosmottagare. Är aktuellt om dosmottagare t ex är en distriktsläkarmottagning.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.arbetsplatskod",0,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.avdelning","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.avdelning","","","",0,1,"","","","string {[]} {[]}
","avdelning","Avdelning inom dosmottagare.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.avdelning",0,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.dosmottagarId","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.dosmottagarId","","","",1,1,"","","","string {[]} {[]}
","dosmottagarId","Dosmottagarens identitet, dosproducentens identitet för dosmottagaren t ex kundnummer, GLN-kod. Unikt inom dosapoteket.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.dosmottagarId",1,1,"",""
"hamtaapoteksinfoeget","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.kommunkod","hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Kommunkod till vilken dosmottagarens tillhör. Kod enligt SCB.","","","","","","","","","",,,,,"",,,,"hamtaapoteksinfoeget.expeditionsstalleLista.dosmottagareLista.kommunkod",0,1,"",""
