"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"receiveehrextract-request","receiveehrextract-request","","","",0,*,"","","","null {[]} {[]}
","ReceiveEhrExtract — Request","Logisk modell för begäran i ReceiveEhrExtract
(urn:riv:ehr:patientsummary:ReceiveEhrExtractResponder:1, ReceiveEhrExtractType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.modifierExtension","receiveehrextract-request.ehr_extract.all_compositions.content.entry.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.act-id","receiveehrextract-request.ehr_extract.all_compositions.content.entry.act_id","","","",0,1,"","","","string {[]} {[]}
","act_id","act_id","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.all_compositions.content.entry.act_id",0,1,"",""
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.act-status","receiveehrextract-request.ehr_extract.all_compositions.content.entry.act_status","","","",0,1,"","","","code {[]} {[]}
","act_status","act_status","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.all_compositions.content.entry.act_status",0,1,"",""
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.subject-of-information-category","receiveehrextract-request.ehr_extract.all_compositions.content.entry.subject_of_information_category","","","",0,1,"","","","code {[]} {[]}
","subject_of_information_category","subject_of_information_category","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.all_compositions.content.entry.subject_of_information_category",0,1,"",""
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.uncertainty-expressed","receiveehrextract-request.ehr_extract.all_compositions.content.entry.uncertainty_expressed","","","",1,1,"","","","boolean {[]} {[]}
","uncertainty_expressed","uncertainty_expressed","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.all_compositions.content.entry.uncertainty_expressed",1,1,"",""
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.items","receiveehrextract-request.ehr_extract.all_compositions.content.entry.items","","","",0,*,"","","","BackboneElement {[]} {[]}
","items","Superclass of Cluster and Element that enables the former to include instances of itself. The obs_time should be a restriction on the data types of low and high to make them TS, but this restriction is not permissible in XML Schema and thus the IVL properties are simply copied here with the appropriate types. Abstrakt typ; instansen anges med xsi:type som en av CLUSTER, ELEMENT.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.all_compositions.content.entry.items",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.items.id","receiveehrextract-request.ehr_extract.all_compositions.content.entry.items.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.items.extension","receiveehrextract-request.ehr_extract.all_compositions.content.entry.items.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.items.modifierExtension","receiveehrextract-request.ehr_extract.all_compositions.content.entry.items.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.items.archetype-id","receiveehrextract-request.ehr_extract.all_compositions.content.entry.items.archetype_id","","","",0,1,"","","","string {[]} {[]}
","archetype_id","archetype_id","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.all_compositions.content.entry.items.archetype_id",0,1,"",""
"receiveehrextract-request.ehr-extract.all-compositions.content.entry.items.meaning","receiveehrextract-request.ehr_extract.all_compositions.content.entry.items.meaning","","","",0,1,"","","","CodeableConcept {[]} {[]}
","meaning","meaning","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.all_compositions.content.entry.items.meaning",0,1,"",""
